"TIME","GEO","SEX","INDIC_EM","Value"
"2009","European Union (15 countries)","Females","Activity rate (25 to 54 years)","77.9"
"2009","European Union (15 countries)","Females","Activity rate (55 to 64 years)","42.6"
"2009","European Union (15 countries)","Females","Youth unemployment ratio 15-24","8.1"
"2009","Euro area (18 countries)","Total","Total population","326 837.0"
"2009","Euro area (18 countries)","Total","Population (15 to 64 years)","217 991.4"
"2009","Euro area (18 countries)","Total","Active population","157 899.2"
"2009","Euro area (18 countries)","Total","Growth of active population","0.3"
"2009","Euro area (18 countries)","Total","Activity rate (15 to 64 years)","71.4"
"2009","Euro area (18 countries)","Total","Activity rate (15 to 24 years)","43.6"
"2009","Euro area (18 countries)","Total","Activity rate (20 to 64 years)","75.8"
"2009","Euro area (18 countries)","Total","Activity rate (25 to 54 years)","85.1"
"2009","Euro area (18 countries)","Total","Activity rate (55 to 64 years)","48.5"
"2009","Euro area (18 countries)","Total","Youth unemployment ratio 15-24","8.7"
"2009","Euro area (18 countries)","Males","Total population","159 733.0"
"2009","Euro area (18 countries)","Males","Population (15 to 64 years)","108 961.6"
"2009","Euro area (18 countries)","Males","Active population","86 963.5"
"2009","Euro area (18 countries)","Males","Growth of active population","-0.3"
"2009","Euro area (18 countries)","Males","Activity rate (15 to 64 years)","78.4"
"2009","Euro area (18 countries)","Males","Activity rate (15 to 24 years)","46.7"
"2009","Euro area (18 countries)","Males","Activity rate (20 to 64 years)","83.4"
"2009","Euro area (18 countries)","Males","Activity rate (25 to 54 years)","92.6"
"2009","Euro area (18 countries)","Males","Activity rate (55 to 64 years)","57.5"
"2009","Euro area (18 countries)","Males","Youth unemployment ratio 15-24","9.7"
"2009","Euro area (18 countries)","Females","Total population","167 104.0"
"2009","Euro area (18 countries)","Females","Population (15 to 64 years)","109 029.8"
"2009","Euro area (18 countries)","Females","Active population","70 935.7"
"2009","Euro area (18 countries)","Females","Growth of active population","0.9"
"2009","Euro area (18 countries)","Females","Activity rate (15 to 64 years)","64.3"
"2009","Euro area (18 countries)","Females","Activity rate (15 to 24 years)","40.4"
"2009","Euro area (18 countries)","Females","Activity rate (20 to 64 years)","68.3"
"2009","Euro area (18 countries)","Females","Activity rate (25 to 54 years)","77.5"
"2009","Euro area (18 countries)","Females","Activity rate (55 to 64 years)","40.0"
"2009","Euro area (18 countries)","Females","Youth unemployment ratio 15-24","7.7"
"2009","Euro area (17 countries)","Total","Total population","324 575.7"
"2009","Euro area (17 countries)","Total","Population (15 to 64 years)","216 431.3"
"2009","Euro area (17 countries)","Total","Active population","156 723.1"
"2009","Euro area (17 countries)","Total","Growth of active population","0.3"
"2009","Euro area (17 countries)","Total","Activity rate (15 to 64 years)","71.4"
"2009","Euro area (17 countries)","Total","Activity rate (15 to 24 years)","43.6"
"2009","Euro area (17 countries)","Total","Activity rate (20 to 64 years)","75.8"
"2009","Euro area (17 countries)","Total","Activity rate (25 to 54 years)","85.1"
"2009","Euro area (17 countries)","Total","Activity rate (55 to 64 years)","48.4"
"2009","Euro area (17 countries)","Total","Youth unemployment ratio 15-24","8.7"
"2009","Euro area (17 countries)","Males","Total population","158 689.9"
"2009","Euro area (17 countries)","Males","Population (15 to 64 years)","108 204.9"
"2009","Euro area (17 countries)","Males","Active population","86 370.8"
"2009","Euro area (17 countries)","Males","Growth of active population","-0.3"
"2009","Euro area (17 countries)","Males","Activity rate (15 to 64 years)","78.4"
"2009","Euro area (17 countries)","Males","Activity rate (15 to 24 years)","46.7"
"2009","Euro area (17 countries)","Males","Activity rate (20 to 64 years)","83.4"
"2009","Euro area (17 countries)","Males","Activity rate (25 to 54 years)","92.6"
"2009","Euro area (17 countries)","Males","Activity rate (55 to 64 years)","57.5"
"2009","Euro area (17 countries)","Males","Youth unemployment ratio 15-24","9.6"
"2009","Euro area (17 countries)","Females","Total population","165 885.8"
"2009","Euro area (17 countries)","Females","Population (15 to 64 years)","108 226.4"
"2009","Euro area (17 countries)","Females","Active population","70 352.3"
"2009","Euro area (17 countries)","Females","Growth of active population","1.0"
"2009","Euro area (17 countries)","Females","Activity rate (15 to 64 years)","64.3"
"2009","Euro area (17 countries)","Females","Activity rate (15 to 24 years)","40.5"
"2009","Euro area (17 countries)","Females","Activity rate (20 to 64 years)","68.2"
"2009","Euro area (17 countries)","Females","Activity rate (25 to 54 years)","77.5"
"2009","Euro area (17 countries)","Females","Activity rate (55 to 64 years)","39.8"
"2009","Euro area (17 countries)","Females","Youth unemployment ratio 15-24","7.7"
"2009","Euro area (13 countries)","Total","Total population","316 642.2"
"2009","Euro area (13 countries)","Total","Population (15 to 64 years)","210 780.9"
"2009","Euro area (13 countries)","Total","Active population","152 768.9"
"2009","Euro area (13 countries)","Total","Growth of active population","0.3"
"2009","Euro area (13 countries)","Total","Activity rate (15 to 64 years)","71.4"
"2009","Euro area (13 countries)","Total","Activity rate (15 to 24 years)","43.9"
"2009","Euro area (13 countries)","Total","Activity rate (20 to 64 years)","75.8"
"2009","Euro area (13 countries)","Total","Activity rate (25 to 54 years)","85.0"
"2009","Euro area (13 countries)","Total","Activity rate (55 to 64 years)","48.5"
"2009","Euro area (13 countries)","Total","Youth unemployment ratio 15-24","8.7"
"2009","Euro area (13 countries)","Males","Total population","154 868.2"
"2009","Euro area (13 countries)","Males","Population (15 to 64 years)","105 411.3"
"2009","Euro area (13 countries)","Males","Active population","84 198.1"
"2009","Euro area (13 countries)","Males","Growth of active population","-0.3"
"2009","Euro area (13 countries)","Males","Activity rate (15 to 64 years)","78.5"
"2009","Euro area (13 countries)","Males","Activity rate (15 to 24 years)","46.9"
"2009","Euro area (13 countries)","Males","Activity rate (20 to 64 years)","83.4"
"2009","Euro area (13 countries)","Males","Activity rate (25 to 54 years)","92.6"
"2009","Euro area (13 countries)","Males","Activity rate (55 to 64 years)","57.4"
"2009","Euro area (13 countries)","Males","Youth unemployment ratio 15-24","9.6"
"2009","Euro area (13 countries)","Females","Total population","161 774.0"
"2009","Euro area (13 countries)","Females","Population (15 to 64 years)","105 369.6"
"2009","Euro area (13 countries)","Females","Active population","68 571.2"
"2009","Euro area (13 countries)","Females","Growth of active population","1.0"
"2009","Euro area (13 countries)","Females","Activity rate (15 to 64 years)","64.4"
"2009","Euro area (13 countries)","Females","Activity rate (15 to 24 years)","40.8"
"2009","Euro area (13 countries)","Females","Activity rate (20 to 64 years)","68.2"
"2009","Euro area (13 countries)","Females","Activity rate (25 to 54 years)","77.4"
"2009","Euro area (13 countries)","Females","Activity rate (55 to 64 years)","40.0"
"2009","Euro area (13 countries)","Females","Youth unemployment ratio 15-24","7.7"
"2009","Belgium","Total","Total population","10 796.3"
"2009","Belgium","Total","Population (15 to 64 years)","7 125.5"
"2009","Belgium","Total","Active population","4 800.2"
"2009","Belgium","Total","Growth of active population","0.5"
"2009","Belgium","Total","Activity rate (15 to 64 years)","66.9"
"2009","Belgium","Total","Activity rate (15 to 24 years)","32.4"
"2009","Belgium","Total","Activity rate (20 to 64 years)","72.7"
"2009","Belgium","Total","Activity rate (25 to 54 years)","85.6"
"2009","Belgium","Total","Activity rate (55 to 64 years)","37.2"
"2009","Belgium","Total","Youth unemployment ratio 15-24","7.1"
"2009","Belgium","Males","Total population","5 291.3"
"2009","Belgium","Males","Population (15 to 64 years)","3 582.1"
"2009","Belgium","Males","Active population","2 633.3"
"2009","Belgium","Males","Growth of active population","0.0"
"2009","Belgium","Males","Activity rate (15 to 64 years)","72.8"
"2009","Belgium","Males","Activity rate (15 to 24 years)","34.9"
"2009","Belgium","Males","Activity rate (20 to 64 years)","79.2"
"2009","Belgium","Males","Activity rate (25 to 54 years)","91.8"
"2009","Belgium","Males","Activity rate (55 to 64 years)","45.2"
"2009","Belgium","Males","Youth unemployment ratio 15-24","7.5"
"2009","Belgium","Females","Total population","5 504.9"
"2009","Belgium","Females","Population (15 to 64 years)","3 543.4"
"2009","Belgium","Females","Active population","2 166.9"
"2009","Belgium","Females","Growth of active population","1.0"
"2009","Belgium","Females","Activity rate (15 to 64 years)","60.9"
"2009","Belgium","Females","Activity rate (15 to 24 years)","29.9"
"2009","Belgium","Females","Activity rate (20 to 64 years)","66.2"
"2009","Belgium","Females","Activity rate (25 to 54 years)","79.2"
"2009","Belgium","Females","Activity rate (55 to 64 years)","29.3"
"2009","Belgium","Females","Youth unemployment ratio 15-24","6.7"
"2009","Bulgaria","Total","Total population","7 606.5"
"2009","Bulgaria","Total","Population (15 to 64 years)","5 121.8"
"2009","Bulgaria","Total","Active population","3 493.9"
"2009","Bulgaria","Total","Growth of active population","-1.8"
"2009","Bulgaria","Total","Activity rate (15 to 64 years)","67.2"
"2009","Bulgaria","Total","Activity rate (15 to 24 years)","29.5"
"2009","Bulgaria","Total","Activity rate (20 to 64 years)","73.7"
"2009","Bulgaria","Total","Activity rate (25 to 54 years)","84.3"
"2009","Bulgaria","Total","Activity rate (55 to 64 years)","49.2"
"2009","Bulgaria","Total","Youth unemployment ratio 15-24","4.8"
"2009","Bulgaria","Males","Total population","3 681.3"
"2009","Bulgaria","Males","Population (15 to 64 years)","2 540.1"
"2009","Bulgaria","Males","Active population","1 864.1"
"2009","Bulgaria","Males","Growth of active population","-1.7"
"2009","Bulgaria","Males","Activity rate (15 to 64 years)","72.0"
"2009","Bulgaria","Males","Activity rate (15 to 24 years)","34.0"
"2009","Bulgaria","Males","Activity rate (20 to 64 years)","79.1"
"2009","Bulgaria","Males","Activity rate (25 to 54 years)","88.0"
"2009","Bulgaria","Males","Activity rate (55 to 64 years)","57.4"
"2009","Bulgaria","Males","Youth unemployment ratio 15-24","6.0"
"2009","Bulgaria","Females","Total population","3 925.3"
"2009","Bulgaria","Females","Population (15 to 64 years)","2 581.7"
"2009","Bulgaria","Females","Active population","1 629.8"
"2009","Bulgaria","Females","Growth of active population","-2.0"
"2009","Bulgaria","Females","Activity rate (15 to 64 years)","62.5"
"2009","Bulgaria","Females","Activity rate (15 to 24 years)","24.8"
"2009","Bulgaria","Females","Activity rate (20 to 64 years)","68.4"
"2009","Bulgaria","Females","Activity rate (25 to 54 years)","80.6"
"2009","Bulgaria","Females","Activity rate (55 to 64 years)","42.1"
"2009","Bulgaria","Females","Youth unemployment ratio 15-24","3.4"
"2009","Czech Republic","Total","Total population","10 498.8"
"2009","Czech Republic","Total","Population (15 to 64 years)","7 431.0"
"2009","Czech Republic","Total","Active population","5 286.5"
"2009","Czech Republic","Total","Growth of active population","0.9"
"2009","Czech Republic","Total","Activity rate (15 to 64 years)","70.1"
"2009","Czech Republic","Total","Activity rate (15 to 24 years)","31.8"
"2009","Czech Republic","Total","Activity rate (20 to 64 years)","75.8"
"2009","Czech Republic","Total","Activity rate (25 to 54 years)","87.7"
"2009","Czech Republic","Total","Activity rate (55 to 64 years)","49.6"
"2009","Czech Republic","Total","Youth unemployment ratio 15-24","5.3"
"2009","Czech Republic","Males","Total population","5 155.9"
"2009","Czech Republic","Males","Population (15 to 64 years)","3 760.2"
"2009","Czech Republic","Males","Active population","2 999.2"
"2009","Czech Republic","Males","Growth of active population","1.0"
"2009","Czech Republic","Males","Activity rate (15 to 64 years)","78.5"
"2009","Czech Republic","Males","Activity rate (15 to 24 years)","37.3"
"2009","Czech Republic","Males","Activity rate (20 to 64 years)","85.0"
"2009","Czech Republic","Males","Activity rate (25 to 54 years)","95.1"
"2009","Czech Republic","Males","Activity rate (55 to 64 years)","63.2"
"2009","Czech Republic","Males","Youth unemployment ratio 15-24","6.2"
"2009","Czech Republic","Females","Total population","5 342.9"
"2009","Czech Republic","Females","Population (15 to 64 years)","3 670.8"
"2009","Czech Republic","Females","Active population","2 287.3"
"2009","Czech Republic","Females","Growth of active population","0.7"
"2009","Czech Republic","Females","Activity rate (15 to 64 years)","61.5"
"2009","Czech Republic","Females","Activity rate (15 to 24 years)","26.1"
"2009","Czech Republic","Females","Activity rate (20 to 64 years)","66.5"
"2009","Czech Republic","Females","Activity rate (25 to 54 years)","79.9"
"2009","Czech Republic","Females","Activity rate (55 to 64 years)","37.2"
"2009","Czech Republic","Females","Youth unemployment ratio 15-24","4.4"
"2009","Denmark","Total","Total population","5 517.2"
"2009","Denmark","Total","Population (15 to 64 years)","3 615.5"
"2009","Denmark","Total","Active population","2 947.5"
"2009","Denmark","Total","Growth of active population","-0.2"
"2009","Denmark","Total","Activity rate (15 to 64 years)","80.2"
"2009","Denmark","Total","Activity rate (15 to 24 years)","70.9"
"2009","Denmark","Total","Activity rate (20 to 64 years)","82.0"
"2009","Denmark","Total","Activity rate (25 to 54 years)","89.4"
"2009","Denmark","Total","Activity rate (55 to 64 years)","60.8"
"2009","Denmark","Total","Youth unemployment ratio 15-24","8.4"
"2009","Denmark","Males","Total population","2 733.8"
"2009","Denmark","Males","Population (15 to 64 years)","1 822.8"
"2009","Denmark","Males","Active population","1 557.5"
"2009","Denmark","Males","Growth of active population","-0.6"
"2009","Denmark","Males","Activity rate (15 to 64 years)","83.6"
"2009","Denmark","Males","Activity rate (15 to 24 years)","71.7"
"2009","Denmark","Males","Activity rate (20 to 64 years)","85.7"
"2009","Denmark","Males","Activity rate (25 to 54 years)","92.2"
"2009","Denmark","Males","Activity rate (55 to 64 years)","68.1"
"2009","Denmark","Males","Youth unemployment ratio 15-24","9.5"
"2009","Denmark","Females","Total population","2 783.3"
"2009","Denmark","Females","Population (15 to 64 years)","1 792.7"
"2009","Denmark","Females","Active population","1 390.2"
"2009","Denmark","Females","Growth of active population","0.2"
"2009","Denmark","Females","Activity rate (15 to 64 years)","76.8"
"2009","Denmark","Females","Activity rate (15 to 24 years)","70.0"
"2009","Denmark","Females","Activity rate (20 to 64 years)","78.2"
"2009","Denmark","Females","Activity rate (25 to 54 years)","86.5"
"2009","Denmark","Females","Activity rate (55 to 64 years)","53.5"
"2009","Denmark","Females","Youth unemployment ratio 15-24","7.2"
"2009","Germany (until 1990 former territory of the FRG)","Total","Total population","80 966.9"
"2009","Germany (until 1990 former territory of the FRG)","Total","Population (15 to 64 years)","53 762.5"
"2009","Germany (until 1990 former territory of the FRG)","Total","Active population","41 699.3"
"2009","Germany (until 1990 former territory of the FRG)","Total","Growth of active population","0.0"
"2009","Germany (until 1990 former territory of the FRG)","Total","Activity rate (15 to 64 years)","76.3"
"2009","Germany (until 1990 former territory of the FRG)","Total","Activity rate (15 to 24 years)","51.8"
"2009","Germany (until 1990 former territory of the FRG)","Total","Activity rate (20 to 64 years)","80.4"
"2009","Germany (until 1990 former territory of the FRG)","Total","Activity rate (25 to 54 years)","87.1"
"2009","Germany (until 1990 former territory of the FRG)","Total","Activity rate (55 to 64 years)","61.0"
"2009","Germany (until 1990 former territory of the FRG)","Total","Youth unemployment ratio 15-24","5.8"
"2009","Germany (until 1990 former territory of the FRG)","Males","Total population","39 737.5"
"2009","Germany (until 1990 former territory of the FRG)","Males","Population (15 to 64 years)","27 054.5"
"2009","Germany (until 1990 former territory of the FRG)","Males","Active population","22 651.4"
"2009","Germany (until 1990 former territory of the FRG)","Males","Growth of active population","-0.4"
"2009","Germany (until 1990 former territory of the FRG)","Males","Activity rate (15 to 64 years)","82.2"
"2009","Germany (until 1990 former territory of the FRG)","Males","Activity rate (15 to 24 years)","54.3"
"2009","Germany (until 1990 former territory of the FRG)","Males","Activity rate (20 to 64 years)","86.6"
"2009","Germany (until 1990 former territory of the FRG)","Males","Activity rate (25 to 54 years)","93.2"
"2009","Germany (until 1990 former territory of the FRG)","Males","Activity rate (55 to 64 years)","69.3"
"2009","Germany (until 1990 former territory of the FRG)","Males","Youth unemployment ratio 15-24","6.8"
"2009","Germany (until 1990 former territory of the FRG)","Females","Total population","41 229.3"
"2009","Germany (until 1990 former territory of the FRG)","Females","Population (15 to 64 years)","26 708.0"
"2009","Germany (until 1990 former territory of the FRG)","Females","Active population","19 047.9"
"2009","Germany (until 1990 former territory of the FRG)","Females","Growth of active population","0.4"
"2009","Germany (until 1990 former territory of the FRG)","Females","Activity rate (15 to 64 years)","70.4"
"2009","Germany (until 1990 former territory of the FRG)","Females","Activity rate (15 to 24 years)","49.2"
"2009","Germany (until 1990 former territory of the FRG)","Females","Activity rate (20 to 64 years)","74.1"
"2009","Germany (until 1990 former territory of the FRG)","Females","Activity rate (25 to 54 years)","81.0"
"2009","Germany (until 1990 former territory of the FRG)","Females","Activity rate (55 to 64 years)","52.9"
"2009","Germany (until 1990 former territory of the FRG)","Females","Youth unemployment ratio 15-24","4.8"
"2009","Estonia","Total","Total population","1 335.5"
"2009","Estonia","Total","Population (15 to 64 years)","906.1"
"2009","Estonia","Total","Active population","689.1"
"2009","Estonia","Total","Growth of active population","-0.2"
"2009","Estonia","Total","Activity rate (15 to 64 years)","74.0"
"2009","Estonia","Total","Activity rate (15 to 24 years)","39.9"
"2009","Estonia","Total","Activity rate (20 to 64 years)","80.7"
"2009","Estonia","Total","Activity rate (25 to 54 years)","87.8"
"2009","Estonia","Total","Activity rate (55 to 64 years)","66.7"
"2009","Estonia","Total","Youth unemployment ratio 15-24","11.0"
"2009","Estonia","Males","Total population","613.0"
"2009","Estonia","Males","Population (15 to 64 years)","434.5"
"2009","Estonia","Males","Active population","346.4"
"2009","Estonia","Males","Growth of active population","-1.0"
"2009","Estonia","Males","Activity rate (15 to 64 years)","77.6"
"2009","Estonia","Males","Activity rate (15 to 24 years)","45.0"
"2009","Estonia","Males","Activity rate (20 to 64 years)","85.1"
"2009","Estonia","Males","Activity rate (25 to 54 years)","91.9"
"2009","Estonia","Males","Activity rate (55 to 64 years)","67.4"
"2009","Estonia","Males","Youth unemployment ratio 15-24","14.3"
"2009","Estonia","Females","Total population","722.5"
"2009","Estonia","Females","Population (15 to 64 years)","471.7"
"2009","Estonia","Females","Active population","342.5"
"2009","Estonia","Females","Growth of active population","0.6"
"2009","Estonia","Females","Activity rate (15 to 64 years)","70.6"
"2009","Estonia","Females","Activity rate (15 to 24 years)","34.7"
"2009","Estonia","Females","Activity rate (20 to 64 years)","76.7"
"2009","Estonia","Females","Activity rate (25 to 54 years)","83.9"
"2009","Estonia","Females","Activity rate (55 to 64 years)","66.1"
"2009","Estonia","Females","Youth unemployment ratio 15-24","7.6"
"2009","Ireland","Total","Total population","4 539.1"
"2009","Ireland","Total","Population (15 to 64 years)","3 095.6"
"2009","Ireland","Total","Active population","2 229.1"
"2009","Ireland","Total","Growth of active population","-0.2"
"2009","Ireland","Total","Activity rate (15 to 64 years)","70.6"
"2009","Ireland","Total","Activity rate (15 to 24 years)","48.5"
"2009","Ireland","Total","Activity rate (20 to 64 years)","75.8"
"2009","Ireland","Total","Activity rate (25 to 54 years)","81.1"
"2009","Ireland","Total","Activity rate (55 to 64 years)","54.9"
"2009","Ireland","Total","Youth unemployment ratio 15-24","11.7"
"2009","Ireland","Males","Total population","2 258.9"
"2009","Ireland","Males","Population (15 to 64 years)","1 550.5"
"2009","Ireland","Males","Active population","1 251.3"
"2009","Ireland","Males","Growth of active population","-1.5"
"2009","Ireland","Males","Activity rate (15 to 64 years)","78.5"
"2009","Ireland","Males","Activity rate (15 to 24 years)","49.9"
"2009","Ireland","Males","Activity rate (20 to 64 years)","84.6"
"2009","Ireland","Males","Activity rate (25 to 54 years)","90.3"
"2009","Ireland","Males","Activity rate (55 to 64 years)","66.6"
"2009","Ireland","Males","Youth unemployment ratio 15-24","15.3"
"2009","Ireland","Females","Total population","2 280.3"
"2009","Ireland","Females","Population (15 to 64 years)","1 545.2"
"2009","Ireland","Females","Active population","978.0"
"2009","Ireland","Females","Growth of active population","1.4"
"2009","Ireland","Females","Activity rate (15 to 64 years)","62.6"
"2009","Ireland","Females","Activity rate (15 to 24 years)","47.1"
"2009","Ireland","Females","Activity rate (20 to 64 years)","66.9"
"2009","Ireland","Females","Activity rate (25 to 54 years)","71.8"
"2009","Ireland","Females","Activity rate (55 to 64 years)","42.9"
"2009","Ireland","Females","Youth unemployment ratio 15-24","8.0"
"2009","Greece","Total","Total population","10 838.6"
"2009","Greece","Total","Population (15 to 64 years)","7 222.1"
"2009","Greece","Total","Active population","4 979.7"
"2009","Greece","Total","Growth of active population","0.9"
"2009","Greece","Total","Activity rate (15 to 64 years)","67.8"
"2009","Greece","Total","Activity rate (15 to 24 years)","30.9"
"2009","Greece","Total","Activity rate (20 to 64 years)","72.6"
"2009","Greece","Total","Activity rate (25 to 54 years)","82.8"
"2009","Greece","Total","Activity rate (55 to 64 years)","44.2"
"2009","Greece","Total","Youth unemployment ratio 15-24","8.0"
"2009","Greece","Males","Total population","5 330.1"
"2009","Greece","Males","Population (15 to 64 years)","3 614.8"
"2009","Greece","Males","Active population","2 917.8"
"2009","Greece","Males","Growth of active population","-0.1"
"2009","Greece","Males","Activity rate (15 to 64 years)","79.0"
"2009","Greece","Males","Activity rate (15 to 24 years)","34.4"
"2009","Greece","Males","Activity rate (20 to 64 years)","84.5"
"2009","Greece","Males","Activity rate (25 to 54 years)","94.4"
"2009","Greece","Males","Activity rate (55 to 64 years)","60.1"
"2009","Greece","Males","Youth unemployment ratio 15-24","6.6"
"2009","Greece","Females","Total population","5 508.5"
"2009","Greece","Females","Population (15 to 64 years)","3 607.3"
"2009","Greece","Females","Active population","2 061.9"
"2009","Greece","Females","Growth of active population","2.3"
"2009","Greece","Females","Activity rate (15 to 64 years)","56.5"
"2009","Greece","Females","Activity rate (15 to 24 years)","27.4"
"2009","Greece","Females","Activity rate (20 to 64 years)","60.6"
"2009","Greece","Females","Activity rate (25 to 54 years)","71.0"
"2009","Greece","Females","Activity rate (55 to 64 years)","29.3"
"2009","Greece","Females","Youth unemployment ratio 15-24","9.3"
"2009","Spain","Total","Total population","45 670.7"
"2009","Spain","Total","Population (15 to 64 years)","31 348.6"
"2009","Spain","Total","Active population","23 037.5"
"2009","Spain","Total","Growth of active population","0.8"
"2009","Spain","Total","Activity rate (15 to 64 years)","73.0"
"2009","Spain","Total","Activity rate (15 to 24 years)","45.1"
"2009","Spain","Total","Activity rate (20 to 64 years)","77.1"
"2009","Spain","Total","Activity rate (25 to 54 years)","84.7"
"2009","Spain","Total","Activity rate (55 to 64 years)","50.2"
"2009","Spain","Total","Youth unemployment ratio 15-24","17.1"
"2009","Spain","Males","Total population","22 568.7"
"2009","Spain","Males","Population (15 to 64 years)","15 854.5"
"2009","Spain","Males","Active population","12 938.7"
"2009","Spain","Males","Growth of active population","-0.7"
"2009","Spain","Males","Activity rate (15 to 64 years)","81.0"
"2009","Spain","Males","Activity rate (15 to 24 years)","48.3"
"2009","Spain","Males","Activity rate (20 to 64 years)","85.6"
"2009","Spain","Males","Activity rate (25 to 54 years)","92.3"
"2009","Spain","Males","Activity rate (55 to 64 years)","64.0"
"2009","Spain","Males","Youth unemployment ratio 15-24","18.9"
"2009","Spain","Females","Total population","23 102.0"
"2009","Spain","Females","Population (15 to 64 years)","15 494.1"
"2009","Spain","Females","Active population","10 098.8"
"2009","Spain","Females","Growth of active population","2.9"
"2009","Spain","Females","Activity rate (15 to 64 years)","64.8"
"2009","Spain","Females","Activity rate (15 to 24 years)","41.7"
"2009","Spain","Females","Activity rate (20 to 64 years)","68.5"
"2009","Spain","Females","Activity rate (25 to 54 years)","76.7"
"2009","Spain","Females","Activity rate (55 to 64 years)","37.2"
"2009","Spain","Females","Youth unemployment ratio 15-24","15.1"
"2009","France","Total","Total population","61 142.8"
"2009","France","Total","Population (15 to 64 years)","39 849.4"
"2009","France","Total","Active population","28 265.1"
"2009","France","Total","Growth of active population","0.9"
"2009","France","Total","Activity rate (15 to 64 years)","70.4"
"2009","France","Total","Activity rate (15 to 24 years)","39.5"
"2009","France","Total","Activity rate (20 to 64 years)","76.1"
"2009","France","Total","Activity rate (25 to 54 years)","88.8"
"2009","France","Total","Activity rate (55 to 64 years)","41.5"
"2009","France","Total","Youth unemployment ratio 15-24","9.2"
"2009","France","Males","Total population","29 585.0"
"2009","France","Males","Population (15 to 64 years)","19 589.9"
"2009","France","Males","Active population","14 824.7"
"2009","France","Males","Growth of active population","0.7"
"2009","France","Males","Activity rate (15 to 64 years)","75.0"
"2009","France","Males","Activity rate (15 to 24 years)","42.8"
"2009","France","Males","Activity rate (20 to 64 years)","81.0"
"2009","France","Males","Activity rate (25 to 54 years)","94.4"
"2009","France","Males","Activity rate (55 to 64 years)","44.3"
"2009","France","Males","Youth unemployment ratio 15-24","10.3"
"2009","France","Females","Total population","31 557.9"
"2009","France","Females","Population (15 to 64 years)","20 259.5"
"2009","France","Females","Active population","13 440.4"
"2009","France","Females","Growth of active population","1.2"
"2009","France","Females","Activity rate (15 to 64 years)","66.0"
"2009","France","Females","Activity rate (15 to 24 years)","36.2"
"2009","France","Females","Activity rate (20 to 64 years)","71.3"
"2009","France","Females","Activity rate (25 to 54 years)","83.4"
"2009","France","Females","Activity rate (55 to 64 years)","38.9"
"2009","France","Females","Youth unemployment ratio 15-24","8.1"
"2009","Croatia","Total","Total population","4 225.0"
"2009","Croatia","Total","Population (15 to 64 years)","2 736.0"
"2009","Croatia","Total","Active population","1 765.1"
"2009","Croatia","Total","Growth of active population","-1.4"
"2009","Croatia","Total","Activity rate (15 to 64 years)","62.4"
"2009","Croatia","Total","Activity rate (15 to 24 years)","34.1"
"2009","Croatia","Total","Activity rate (20 to 64 years)","67.5"
"2009","Croatia","Total","Activity rate (25 to 54 years)","79.9"
"2009","Croatia","Total","Activity rate (55 to 64 years)","40.8"
"2009","Croatia","Total","Youth unemployment ratio 15-24","8.5"
"2009","Croatia","Males","Total population","1 995.1"
"2009","Croatia","Males","Population (15 to 64 years)","1 346.3"
"2009","Croatia","Males","Active population","944.8"
"2009","Croatia","Males","Growth of active population","-3.6"
"2009","Croatia","Males","Activity rate (15 to 64 years)","68.0"
"2009","Croatia","Males","Activity rate (15 to 24 years)","40.3"
"2009","Croatia","Males","Activity rate (20 to 64 years)","73.6"
"2009","Croatia","Males","Activity rate (25 to 54 years)","83.2"
"2009","Croatia","Males","Activity rate (55 to 64 years)","53.2"
"2009","Croatia","Males","Youth unemployment ratio 15-24","9.3"
"2009","Croatia","Females","Total population","2 229.9"
"2009","Croatia","Females","Population (15 to 64 years)","1 389.6"
"2009","Croatia","Females","Active population","820.2"
"2009","Croatia","Females","Growth of active population","1.1"
"2009","Croatia","Females","Activity rate (15 to 64 years)","57.0"
"2009","Croatia","Females","Activity rate (15 to 24 years)","27.1"
"2009","Croatia","Females","Activity rate (20 to 64 years)","61.6"
"2009","Croatia","Females","Activity rate (25 to 54 years)","76.7"
"2009","Croatia","Females","Activity rate (55 to 64 years)","29.7"
"2009","Croatia","Females","Youth unemployment ratio 15-24","7.7"
"2009","Italy","Total","Total population","59 752.3"
"2009","Italy","Total","Population (15 to 64 years)","39 406.1"
"2009","Italy","Total","Active population","24 970.0"
"2009","Italy","Total","Growth of active population","-0.4"
"2009","Italy","Total","Activity rate (15 to 64 years)","62.4"
"2009","Italy","Total","Activity rate (15 to 24 years)","29.1"
"2009","Italy","Total","Activity rate (20 to 64 years)","66.7"
"2009","Italy","Total","Activity rate (25 to 54 years)","77.2"
"2009","Italy","Total","Activity rate (55 to 64 years)","37.0"
"2009","Italy","Total","Youth unemployment ratio 15-24","7.4"
"2009","Italy","Males","Total population","29 047.0"
"2009","Italy","Males","Population (15 to 64 years)","19 669.9"
"2009","Italy","Males","Active population","14 789.5"
"2009","Italy","Males","Growth of active population","-0.5"
"2009","Italy","Males","Activity rate (15 to 64 years)","73.7"
"2009","Italy","Males","Activity rate (15 to 24 years)","34.0"
"2009","Italy","Males","Activity rate (20 to 64 years)","78.9"
"2009","Italy","Males","Activity rate (25 to 54 years)","90.0"
"2009","Italy","Males","Activity rate (55 to 64 years)","48.5"
"2009","Italy","Males","Youth unemployment ratio 15-24","7.9"
"2009","Italy","Females","Total population","30 705.3"
"2009","Italy","Females","Population (15 to 64 years)","19 736.2"
