"CITING","CITED"
5973922,5734550
4093361,3619044
4877336,3339606
5099667,2234971
5705650,4567275
4404734,4234353
5704335,4277424
4108058,3858855
4705010,4505244
5938963,2252337
5638620,3804177
5305696,3705711
5451406,5258028
4550813,4066156
4302116,4024942
4798858,3654370
4312075,4229825
3859188,3660260
4094798,3827497
5923542,5548189
5991525,4852018
5213638,4643859
4805904,4412679
5593955,4956099
5447841,4772691
4762077,4633796
5554769,4778898
4374547,3457999
5979988,4720142
5346970,4837284
4907212,4621351
5267687,4565317
5136899,2493592
4146664,4092452
5645744,4263375
4320072,3877510
4277009,3223302
3960398,1460268
4789125,4003536
5704304,4271767
5418256,774727
5223554,2424787
4771451,4056694
5115316,4914516
4221936,3506789
5914047,4465485
5685689,4545720
4673832,4063175
4968617,3998947
4927038,3654009
5583413,5317269
5467503,4083264
5650317,5206165
4178772,3805540
5205488,4347249
5891876,4499100
4407882,4177155
5085538,3511435
4795197,4266813
4372103,4139064
5222593,4691819
4130489,3779382
5339135,4810604
4295892,3950175
4184792,548256
5236318,517986
5092950,3853656
4181110,4112894
5944702,3563415
5920990,3872528
5779109,5197637
5854313,4097994
4808819,4509855
5929619,4931717
5365598,4763356
4219945,2100492
5910592,4197297
4280391,4132080
4852777,1818193
4878195,4652992
5222695,4792903
5422584,5194820
4257551,3760160
5679446,4900628
5460562,4003165
5881960,5052634
5489089,5061144
5679472,4861964
5660963,5250382
5063919,4069515
4347302,3695911
4182967,3619679
5569932,5348618
4102029,3141275
5323505,4365448
5159776,3171228
4568307,4291489
5047552,4179510
5851093,5352074
4348281,3443264
5359539,4651284
4518369,2100232
5334930,3767938
4614897,4477748
4738870,4252888
4342447,4005769
5215287,1401463
5752436,2569607
5491959,2921425
4644627,3279029
5812970,4630304
5415677,5120337
5134735,3197357
4781891,4234538
5847940,4684871
5056899,4188095
3959954,3002331
5269099,3378956
5335266,4845739
5184094,4628282
4913607,2974967
5935291,4664688
4290941,3531483
5386946,2808215
5780099,3879966
5964670,5716291
5407071,4685636
4904835,3745291
4473110,4056142
5979659,2160816
4825386,4300206
5829189,1895624
4949972,4542906
5059801,4300048
5908853,4127118
4773713,2994565
4914642,3893061
4014436,2941703
4444526,748809
5645279,5261671
5842663,2984427
4594939,3514113
5889749,5097464
4015609,3818304
5529709,4454724
4975308,4616052
4127513,3328467
4351212,4148017
3989938,3745317
5582074,4304148
4126731,3824302
5453588,4882457
4607070,4054597
5713149,4916842
5885047,2934211
4648525,4197890
4814303,4434117
5611885,3070095
5991780,5444615
5889187,4061598
5154595,2755093
4529764,2770608
5219287,4865663
5696719,5398213
5245852,5024076
5905674,5468663
5019987,4591986
5794118,5262860
5115294,4357180
3955793,1795839
4927408,4457748
5452017,4183046
5411259,5026058
6008546,5361070
5335525,4522048
5100668,3645852
4689621,4560959
5024597,284018
5473400,4853724
5727712,3917533
5947267,5430261
4308900,4016705
5988140,4991102
5856665,5151953
4518619,3905397
4450495,3728664
5740176,5280476
4549580,4215951
5549343,1420389
5557025,3631002
5876085,5580027
3859728,3322421
5540035,4757668
4787947,3692618
5823531,2119921
5068918,4688264
5543894,4947209
4809702,3780725
5068840,2562607
4420042,3100015
3946007,3862184
5087859,4763239
5975164,4601305
4970640,4099234
5294296,4801350
5732449,3222688
4793198,4700584
5456921,4230687
4589632,3765668
5588191,3979798
4584050,4039366
5104016,4106675
4765351,2254269
4091547,3931683
4376064,3186977
4980326,3709979
5883183,5550203
5928499,5435908
4560714,3418392
4113837,3911082
4247795,3036023
5309490,4165549
4834185,4688642
3976828,3521092
5255182,4750175
4089162,3798899
5802907,3855862
5911681,3645098
5427096,4674511
4573930,2703216
4830255,4628842
4209868,2705928
5341654,5129793
4584249,4177328
5580334,5150635
5817228,3457152
5478133,3525549
5896614,2599191
4773527,4522274
4513665,4359246
5060953,2002726
4872986,3069325
5350215,2061302
5172631,4418619
5344249,5035528
5632093,3184861
5825890,5553239
5167556,4890383
4349248,4068936
5678774,4373650
5211070,4958535
5463232,4814848
5335827,4089437
5931339,2730267
4017484,3094418
5573678,4283004
5447002,3233379
5996400,5267470
5915852,3890716
5890745,3243207
5779827,3283796
5918885,3846608
4348596,4164791
4744892,3337048
3876610,3502582
5074185,4909120
4539130,3130165
4924805,4550322
5692971,5034082
5633464,3028761
5696399,4593302
4444099,293335
4502981,4200716
4564379,3077094
5829507,3511365
5337671,4474715
5564515,5356177
4923344,2767564
3922380,3877413
4874384,4643199
6006217,5715443
5621354,4636741
5529955,5320979
5707474,4329177
3913300,1238486
5851695,3457112
5528593,5289459
4645075,4365713
5241705,1238070
4439418,3686319
5647175,1792704
4268359,3705086
4367042,3525476
5094260,4131130
5319515,4835649
5631097,4754589
4647459,4401674
5525723,5366973
4757426,4608622
4265738,3071248
5173262,4894204
5620861,5140103
5824020,5318597
5929136,5744275
5156102,3010766
5174427,4673074
5240775,4123401
4910592,4204225
5869003,3004681
4992832,4710015
5924987,5260050
5568584,5042901
5486197,5108431
4681382,4160573
4725409,4311670
4992765,3197583
5990869,3091130
5667799,5069909
5114319,4105373
5345398,4546343
4627418,3203167
5418414,5315198
5525518,4929426
5663224,4892902
4554381,4207266
4660763,3817821
6002464,4995701
5046243,4045653
5628634,5148103
5906595,4177814
4870947,4800866
6006391,1809907
4609873,2220070
5361849,3143984
4119134,3155150
5732135,5027394
4980444,4537945
5893344,4221199
5657241,4578761
4816334,4529651
5934995,3949657
5066291,3382343
4149595,4071119
4704218,4394276
4076415,3995956
5469184,4229727
3860513,2168762
5439915,4719211
5660295,5438935
5933682,5200765
5583771,4979126
4997721,4404778
5268973,4358858
5940956,5617273
4637720,4275964
5009825,3393256
5409068,5001995
5414634,2796658
5280599,4307448
5104882,4920133
5304711,4438706
4008965,3562785
5893852,4697573
5651388,877211
4599616,4196433
4765946,4139150
4366306,3711447
5825643,5164875
5799852,5261583
4598871,3608823
4109875,3923257
4672473,4353090
5148637,4829715
5406140,4670668
5357964,5291892
5083457,4067235
5012968,4592136
5444550,4617596
5245158,5080039
4526763,1948888
5682412,4573183
5771164,5245522
4115913,2951656
4609528,3653976
4594822,1271350
4069899,2307619
5579846,4136740
4895905,4797187
4025216,3914061
3979332,3679577
5224906,4976347
3898739,3286558
5601132,5303760
4244274,4062639
4212475,4114900
5511657,4884684
4624249,4475546
4488443,3208274
5871528,5314463
5476723,4481237
5037346,2760185
5713419,4957408
5988319,4621789
5155866,4449520
5253652,3877464
4022511,3001776
4248692,2934489
5972806,5007906
5566847,461195
4843987,4649848
4047571,3831318
4535775,4285346
3887923,3680041
5823597,4951991
5358357,4444260
5664842,5382079
5048431,4602573
4583177,3581073
4971655,4744859
4532365,3692701
5263457,5033441
4094440,3940016
3905297,455279
5368570,2764942
5537109,3566222
5780918,4796075
5103469,4595949
5598499,4267401
5682263,4932762
4766356,4093851
5892473,4574250
5721496,5419807
5950084,5089869
5951166,5676467
4364883,4187275
5184618,5127405
4055958,233826
5645091,2029844
4024915,3209825
5034564,4719191
4371657,4208465
4522008,3600825
5414881,4466516
5903664,4914589
5532025,4818777
4823496,2770907
5899890,5453099
4608555,4375059
5300093,4407288
5800517,4655771
5888093,5017151
5544337,5168573
4100837,2979952
4519076,3795859
5417111,4435737
5693091,3233607
5151240,4557778
5255975,4854723
4372253,3841060
5020548,261056
5108417,4690684
4516200,4377852
4191203,4046159
4895510,4708634
3994492,3582070
4429104,3287324
5799987,2931668
5122966,4791579
4992305,3259642
4442879,3971424
5080410,1966453
4107708,3955185
5246988,3860676
5601088,5267567
4819369,2377967
5805117,4824215
5914560,2733368
4691581,3575057
5795438,5236553
5844482,5327304
5599853,4880565
5685028,2241823
5944203,5109993
4401207,3176821
4538035,4470320
4200754,3939164
5078648,4690256
5341728,5096116
5851196,5397512
5857742,5456518
4508887,4431771
3912005,2548036
5425174,2079473
4762465,3155045
5311491,4716560
5871321,4692080
5948554,4439794
4450647,2272561
5881490,2900754
5865535,4076220
3941004,3380312
4777952,3527228
4580961,3838955
5692781,5183291
5579186,4737867
5075979,4901445
5122888,3981559
3915019,3328595
5944802,5566315
4799176,4191328
4623837,3816815
4583500,3819304
4842266,4322080
5871500,4589879
4012369,3356671
5436349,3480643
5372190,5055002
5108827,3602892
4267964,3838939
5944477,5605215
3894831,3565562
4742909,4173285
4973740,3354198
5763107,3979273
5386526,5185871
4781153,3641987
4776572,4339834
5454966,4443349
4966307,3815627
5855455,4161376
4777917,4090478
4500158,4303296
4747976,2328922
4171541,3241000
5662882,5069900
5951420,4462589
4376889,3464757
5033732,3682472
4769928,4641438
4159573,2474149
5856612,5491272
4411007,4337463
4430946,3919943
5861725,5596252
4114841,3489372
5689940,3466214
5814374,5200458
5714640,4250052
4248006,3587191
5672928,3706893
4451840,4360804
5748705,4029963
5111688,3498120
5388579,5205288
5179134,4575545
4437661,3408071
5624071,3996775
5749045,4856047
4815050,4669573
5879130,4169047
5902540,5017116
4423809,4149279
5279541,4508531
5185923,4643144
4782762,4456413
3987873,2012698
5659805,4302088
4729843,4454051
5079069,4739257
5984424,5816665
3951412,3861685
5373027,3264272
4137042,4040779
5452818,5123558
4381568,2568322
5309262,5084777
5820297,4799821
5246111,5053811
5935890,4954244
5561341,4829212
5864178,5385869
5925971,5126618
5763871,5452005
5996842,5743107
5594514,5155513
4198728,2473609
4709655,3697343
5518775,3876459
5892664,5155672
5763411,5185001
5556670,4469410
3995793,2162794
5983119,5535439
4457265,1464159
5596164,4807747
4030471,3885533
5075565,3207972
5963561,3710255
4421455,4294329
4160296,1556431
4725984,4223394
4446878,4362171
4676465,3069539
5915009,5689555
5632193,4527467
3991551,3017740
5321641,5187676
4671003,2648924
5701497,5287199
4349241,3336569
5923167,3777560
5981294,4039652
5666806,5218895
5553662,4993481
4175531,4060059
5918404,3148417
5494509,5080717
5557294,4171811
4737286,4229291
5091991,4645295
4329953,1394357
5442215,4899202
3907214,1426196
5455639,4674851
5333520,4713286
5029348,1574339
5398503,5051244
5419617,3669496
6003418,5214991
4632563,3287556
4966733,3519662
4471274,4035702
5519064,5416124
5243113,3887630
5123938,2909322
5449275,3726473
5693134,5266107
4896288,4561049
5911807,4398441
4098762,3941610
4707159,4568209
5266603,4465792
5937994,4568947
5476479,3921641
4176096,3088837
5237912,3581654
5727874,1903417
4319285,3316348
4622580,4418284
5227256,4329403
4566695,4441712
5132321,3941882
4587303,3176052
5447348,3290157
5235657,4887880
5538029,2965354
4278671,4098888
5654059,4169911
5378418,4125635
4678173,3255569
6000679,5462344
5951026,5167478
5986379,4623809
5476792,3981683
5247687,4047243
5481671,4414665
4689459,4207452
4771576,2569291
5958568,5164439
5333519,4201905
4638439,4423486
4049388,3733829
4359766,3611278
4832454,4425027
4283890,3490632
3915117,1118869
4979782,4610045
4348080,4000493
5636659,2725076
6001149,5728194
4561431,3433983
5417124,3850047
5296173,3327351
5766536,5046659
5092254,1669084
5811026,5097676
4926316,3828327
4901527,2726511
4141968,2837463
5066197,4484454
5419893,2906762
5535500,4329756
4746641,4083804
5106315,2817825
4262605,1499553
4774600,4365313
4683961,3717011
5878727,5333590
5350241,4969751
5578344,5026363
5062193,2645004
5150776,2765106
4055029,3021649
4418388,3144638
4618796,4211950
5863590,4000326
5312319,3785549
3908080,3748381
5614867,4560920
4753560,3584667
4426049,1793933
4947141,4716579
5318137,3123162
4936001,1878306
4285164,880968
5992388,4102313
5011233,3460874
5847256,2960545
5182248,3963601
5983529,5544429
5293094,5049775
4783139,3712986
5545330,5173092
4019417,3836692
5383779,2953817
5733978,5416147
5233971,3521699
5959624,5287514
4028951,3807254
5943089,5133603
4585150,2851800
5553543,5479859
5969330,5334034
4095835,3695674
5888340,4347202
4393907,1804903
5988384,5762184
6007467,1753813
5213260,4795092
5229849,4519087
5689636,4462077
5733446,4300717
5730482,5085481
5056654,4181215
4811434,4101988
4278523,1420037
5277590,4336974
5832713,4550563
5277848,4869851
5865418,4750520
5263941,4702736
5298800,4310754
3949183,3781503
4168715,3930879
4765731,4043675
4737662,3612916
4593253,4128811
3931641,3599193
5480352,5176248
5864083,4314227
4678260,4168393
5967617,2796047
5563610,5459873
4036097,3926089
4420118,2011871
5092268,3488039
4871690,4786608
5366661,2119872
4274857,3853525
5237933,4674412
4751067,4343772
5818310,4767198
4502283,3373689
5941866,5088994
4790038,3716874
4645610,4225488
5960388,5216747
4659344,4402652
4811415,3923390
4401135,3619854
5457745,5305381
5408708,4780917
4850408,4557305
4601961,4278743
5499374,4456956
4757365,4463367
5186293,4018538
4679496,4393758
5536539,3880690
4308898,1949889
5250457,5032882
5619993,5308323
5997104,1457311
5938952,3718968
5343024,4962293
5960251,4426546
4785171,3323407
4674068,4285052
4101110,2005112
4461786,3342780
5647832,3485281
5596049,4904746
4729510,4313095
5412535,5095404
5684267,5003881
4846148,4685444
4959920,956872
5297349,2255100
4841082,4670571
4905154,4484279
5308633,2791029
4220530,3848567
4114249,3286416
4760026,4297274
5497446,4053710
5955394,4393264
5270658,5010438
5339136,5140379
4620512,4418661
4452377,2900779
5154942,4834991
5273634,5057199
4987610,1771253
5440912,300174
4838701,3856269
4585102,4095486
5735104,5168685
5905476,5200988
3937425,3420363
4912252,3665041
4537837,2419231
4921996,4482737
5128656,3572119
4978391,4772325
4542835,4341244
4506887,4203596
5034890,3888118
5472976,4766142
4760760,4565110
5513872,3260532
4053162,3575426
4655036,4601171
4514499,3827943
4664292,3986642
5290541,5130122
5143030,4962732
5863700,5346799
4162548,3939500
4725076,3810657
4669914,3812871
5207116,5003838
5575029,4104752
4945561,2955794
4116046,3536450
4643186,4423989
4030283,3530663
5723555,3862075
4457005,4010323
4919710,2738804
5105106,4943743
4648953,4451346
5759346,4094736
5643205,4512764
5393745,3507955
3861602,885177
5671588,4354334
5166711,4813955
4031656,1824003
5254247,4888113
5490165,5327467
5785556,5411408
4749434,4552604
5029518,2394443
5872971,5511196
5283734,4377870
5061693,4578079
4279423,3025066
5396626,5151987
4655638,2794758
5383021,4991308
5339566,4878313
4300041,4196846
4708162,2637469
5843127,2453056
4399591,3086254
4279596,4007529
5779489,5316489
5579074,5307114
3904703,3161670
5938820,1493579
5767679,4245191
4531700,3870908
5986900,4219872
4166923,3943285
4935487,4052205
4491611,4423167
5761946,1736331
5607439,5374252
5362581,4008203
4211705,3217014
5562546,3344618
4597312,3503280
5874046,5591578
5813232,5319923
5520522,2074329
5718668,3601164
4184646,4067234
4819657,3623473
5307368,4674870
4686311,4308410
4203602,3784203
5596624,4689815
5353384,4939680
5672537,4999314
5366294,4925318
5426330,4824802
4520604,3455073
4380199,4094253
5834858,4719550
4453154,3281783
4768068,3288459
4764373,4326026
5339704,4919236
5803573,5590945
5451233,4367747
5691102,4064205
5345974,4307757
5407424,4643713
4379452,3655123
5724771,5473840
5765131,4333152
4632648,3938425
4201758,3020308
5948119,4829569
3930095,2561215
4611944,2087174
5549494,3931828
5907966,4769910
5087428,3607709
5765291,5168721
5856471,4471039
4384718,3868109
4268722,3898390
5536270,5236434
5198052,1841757
5986712,5781237
5505264,646029
5076692,4180830
4770301,3360258
5433675,3039317
5992576,5365804
5262435,5026554
4734173,3356598
4892659,4094832
4580676,1503711
5519641,5309564
4711045,3761920
5490993,3676148
4815408,2205979
5856788,4071908
4542930,2485275
4914893,4530198
5462720,4752332
5881558,5025711
5291994,4881639
5468648,5006464
5935885,3384508
5857524,4572290
3922243,2333914
5692329,5188555
5690708,2893713
4372236,2999473
4282947,2803151
4505305,2960118
5939004,5328652
5566220,4803711
5152348,1965177
4960826,3702798
5841739,4677602
4306732,3912018
4391699,4110192
5344194,2810591
3873309,3627526
4759549,3853322
4265172,1968900
4365678,2869828
5178399,4006901
5471925,4933849
5553700,4046248
5136080,2680740
5910253,5678233
5873499,4273270
4108816,3310416
5899910,5108409
5060228,4707829
5635976,5115328
5920908,4107840
4887788,4117637
4853172,2711985
5028770,4333006
5234944,4197308
5644530,4744058
5498990,4866508
4569318,4355699
5514214,4874561
5840412,4813947
4744206,4649697
5817704,5037859
4219697,3485952
5973922,5831822
5859780,5240324
5346377,3723134
5104743,4939044
5897819,4579127
5074673,4490851
4723601,4217953
5965906,5076666
5046711,3810612
4302932,2544538
5652153,4403395
4409329,3337414
5608711,5297129
4804877,4345635
4499853,4401689
4300483,3500802
5338699,5100828
5895739,3982939
5241732,4794686
4049938,3985991
5697478,4117741
5993585,5083361
4040081,3748500
3955922,2592131
4671062,3557635
5051219,3904473
5125447,3022819
4384897,4025356
5140300,4897378
5460620,4648506
4411099,3538638
5439191,4953441
5759049,4595794
4243013,2814286
5464621,4567042
3858248,3706104
5679400,4733665
4733569,2813423
5367383,4110795
5443904,4426516
5335560,2519542
4547635,3996429
5384906,4607365
5799281,5386362
5734056,5352789
4027877,3645533
6000806,4603643
5089304,4104194
5309568,5182808
3896425,2479337
5865850,4227265
5001615,4679126
5229002,3960720
3880044,3503300
4346665,1965167
4051936,3339689
5205833,4747835
4881307,1411543
4252696,3997627
5667736,4994948
3961660,2198572
4926897,2593701
5465794,4458903
5963454,5703789
4702698,4085524
4946434,2838270
5886078,5212223
4626043,3578820
4130515,3093605
5917552,5384667
3876674,3796443
5271081,4466843
5059137,4743208
5806735,5419479
3911581,3266147
5185004,4793350
5573073,4871035
5357817,4122448
3969165,3771218
4096568,3938100
4587168,4371487
5421819,4798215
4111869,3491042
5992531,1233290
5563181,5231158
5394206,4965626
5618030,260276
4355363,4083248
5887998,4890140
4541001,4219835
5741208,5573489
5329847,4639346
5450904,5002131
3978972,1952418
5287612,1195518
4729089,4335847
5362464,4374813
4983302,4432893
4366524,3659631
5923944,4692313
5274138,4650886
5748022,5347179
4248696,3193498
3877785,2179382
4582147,4004642
5224716,2134234
5997394,4776063
5682606,4924526
4858934,4306722
4716634,1684721
3871349,3173056
4172775,3923619
5575747,5167454
4485820,4169664
5747442,5308530
5579028,4935815
4603245,3916146
5769529,4251855
5533541,5088512
4214613,2193558
4510115,3535409
5684054,5338763
5536238,4683989
4882660,4268895
5969204,5145991
5453255,4728348
4999174,4826664
5618821,5002960
5406332,4962412
5528688,4419542
5196937,4799106
5793024,4603808
5600917,2518634
3882832,1185516
5757564,2519722
5887959,5131194
4058199,3061073
4118653,3906300
4253627,1737913
4589716,3501735
5645159,4331195
5023695,4196775
5146668,4732518
4366954,1653267
5780995,4618811
5947295,4850507
5009010,1206695
4206617,1573961
4305448,3550376
4800571,4381546
5072049,4162270
4736260,4468710
4212522,3947858
4136399,3732548
5303940,2212589
4502670,688186
5800333,4631415
5479575,4975961
5563940,5036535
4926292,4160897
5604070,4321404
4406132,3742725
4861728,4269605
4885440,4242607
3924751,595967
3884111,3635122
5648930,5412238
4866476,4197004
4107783,3167645
4837882,4254641
5120578,3958066
4350906,4158891
4739713,4511325
4692507,4303756
4645819,3065205
5652024,4120839
4055195,665608
5289652,4373693
5721287,5426164
4488252,4308589
5536834,4263442
5823349,5029734
4350096,3809964
4954763,3885209
5310998,4803349
4420539,3850668
4612275,4524126
6007187,4480259
5494497,4925468
4459559,3971994
5355156,4786946
5498109,4396317
5162808,4504805
5342146,5039415
5960475,5088115
5292134,5113842
4328162,4252719
4892413,3276539
5403498,5035011
4380042,3689991
4989619,4596258
5740395,5111385
4956740,4630881
5350256,4896999
4063914,3865564
4895870,4173647
4125167,3384191
3994795,3870615
4081035,3581827
4044039,3594398
5945723,5780917
4624689,3954426
4560939,4475085
5911582,2900446
4326279,3894389
4149748,3701510
4295494,3953059
5192756,3629298
3948763,3528910
4552775,1057142
4715881,3999973
4978483,3993831
5686353,5124277
5156853,3562366
5453239,1834573
5619806,4307518
4470096,3267342
4178833,3158064
4217431,3117953
5364184,4162855
4016593,3317746
3914009,3676111
5209218,3948593
5368662,4289551
5613438,5361699
5014933,4132240
4692657,2900547
5293564,5107464
5981621,4377490
5916693,5037700
3966385,3557278
5768355,4387274
4192215,2699589
4236547,4073466
4256225,2518081
5691014,4497662
5722452,3182709
5480725,4518655
4599116,4349448
5813238,4456149
4167862,3808847
3947357,3097166
5853526,3154455
5592818,3782245
5886038,4316902
4448877,4340662
5727145,5539909
5104857,4782141
5967239,3791450
5213248,4961958
5784155,5098185
5692697,5367917
4546411,3958075
5100387,4721506
5787761,4512210
5443673,3843982
5649676,1436990
4635130,4471375
5084507,4390596
5526889,3145584
5136224,4719578
4582551,4331580
5567495,5019096
5858796,5071769
4302317,3926768
5010968,4378854
3927583,991785
5354158,4360182
4475348,3272238
4166771,4024028
4471336,3691498
4856718,2228025
5204942,4514796
4960253,3355132
3971642,3673769
4012007,3240461
4763709,4090172
4379577,1358885
5295052,4697870
4026476,3722307
5911448,3835891
5525372,5326595
5620664,3986838
4749030,3818718
4262810,3853227
5143879,4367163
5414876,4910810
4530671,4246722
5390659,5117809
4190700,3959202
4938687,4805587
5472911,5001541
4618865,3155975
5959881,5629637
5675461,4404609
5164978,4698836
5176360,2289905
4561901,3466247
5994549,4285958
5400347,4644544
3916714,3675508
5331179,4857723
4735057,3575652
4648926,2992457
4051043,3784838
5660392,4659087
4769333,4366241
5020159,2106348
5114337,4780742
5145170,4252309
5942370,5230986
4020942,3516221
5542915,4961435
5545850,5132773
4835084,3045002
5018174,4329004
4268940,3982310
3951160,1205308
5353561,694720
5569857,4033182
4122179,3982002
5107410,1188145
5639152,5483382
5799018,5495483
4020818,3060290
5027214,4837628
4609061,4285412
4029586,2612504
4355453,2764516
4321908,3878868
5358201,4519559
4103377,650074
4142589,1526586
4401135,2961323
5272047,5090009
4040549,3148636
4147271,3878963
5095398,4667263
5976296,4804717
4357340,4085209
4809236,4554649
5142792,3816002
5459976,3924561
3992789,3826022
4399543,4164366
5330921,5175118
5536156,4808429
5102827,4784973
5664034,4239330
5358011,4575184
3888589,3781110
4630354,4516310
4413458,3474583
5201977,4721541
4507142,3873301
5226385,3132735
4644933,1873854
5174130,4489553
5499723,3785501
5496164,3146495
4501512,3563581
3916959,2594741
4756716,775570
5771124,5543958
4126344,3834483
4332626,1125930
5070353,4812636
5201761,3017221
5528997,5109778
4999990,3786629
5201463,3276665
4010752,3759775
4903289,4682957
4068468,1015464
4612002,4403974
5822032,5461434
4999080,3579403
4458738,1781034
3884384,3529317
5979969,5765903
4555892,3878665
5874776,5422788
4558861,285130
4893236,4729097
5599311,4699616
5443999,5379089
4242951,2213017
5157925,3218816
5980863,5082649
5367401,5219526
4971120,3915207
5564887,4795135
4904179,3169572
4195882,2305183
4370653,3530467
5933758,5821168
5395549,4399247
4065325,2611631
4362649,3923754
5513371,4805091
5555406,5465221
4840293,3029985
4816920,4037231
5890056,5488649
4336723,2174981
5267484,4456219
3922450,3415673
4569589,3844661
5129164,4071226
5687091,4082994
5799468,5675962
4654885,4334317
4031457,2972715
5599531,4000317
4099665,3949931
4868137,4343657
4214397,2641080
5170003,4889026
4197186,3925195
5324912,4393295
5609070,5161430
4895052,2332838
4690213,3733641
5208522,4281384
4952510,4690896
5721373,4940259
5669198,4637183
5298320,2500282
4730597,3581731
4819803,2821297
5181571,2698054
4851149,4088597
5784956,5228108
5963497,5010519
5794326,3894256
4588028,3187812
5307474,4408271
4087940,3802127
5727795,2156662
5559777,5343453
4119419,2384414
5264367,4420560
5820594,5195969
5562706,5085626
5108653,4321394
5426561,4562511
4210858,4084144
5294840,5057213
4677660,4353097
5315479,4884168
4016077,3885735
4444404,4358085
5112917,4440918
5552711,5087882
5479984,3951168
4597664,4110762
4143807,1303863
5440078,4714121
3890937,1735477
4294367,3640417
4985183,4869867
4889465,602611
5571164,4409994
5840113,5030692
5930987,5542242
5324667,4123224
5825003,5457305
5338055,4871187
5822821,5311633
5719922,4736407
4772911,4468706
5098434,3051169
5804471,4576851
4849568,4304657
4989745,4763803
5780521,4966919
5279590,5137521
3859621,3490024
5036925,4280359
4452540,3037824
3985269,2121841
4828244,976640
5888801,3651215
3886101,3076772
5950739,674191
5565635,4469000
5963267,4595953
5895605,2572886
4549390,4182099
5386594,3122757
5022267,3486616
5258582,3652040
5846193,4263899
5579075,5400105
4653055,3732541
5654643,3694742
5991748,5649118
4105381,3097413
4904589,2559650
5553308,4599723
5610367,4196026
4858204,4498878
5102681,3930056
5674523,5423737
5852208,2998409
5519519,5299289
4487635,4377031
5231701,2685090
5160591,4548208
5828241,5184326
5584581,4988215
5680728,3320698
4618824,4353390
4363170,4170063
5462454,5074807
4315657,4027917
5081964,4466387
4928941,4787616
5283162,4871654
4768027,2803810
5444590,4814931
5784296,4066881
5252057,4731014
5558609,539872
4013022,1336971
4609207,4203544
5643117,4826470
5921845,2870768
5995876,3949757
4525115,3205757
5145106,3325316
4859209,4392940
5078757,4913709
4114219,3160900
4587401,2698739
5879870,3359111
4432082,4142209
5860618,5496127
5609883,5069910
4520538,1536738
5170695,2325841
5195393,3238808
4747687,3497303
5975070,5339793
5054230,4887376
5771771,2647549
5739852,4602289
5443266,4653582
3944903,3503058
5791109,3993822
3878802,3732616
5996019,5333134
4109310,3735355
5114044,4978336
4573670,3627306
4914418,4568912
5391864,4970360
4686428,4511195
5250871,3714476
4540207,562137
4893316,4313211
5165106,4794629
4350304,3504851
3980225,3437258
4383721,3330612
4570302,1194809
4524670,3712232
5379437,4086627
5141809,4524099
4623295,2479623
5883782,5665279
4032180,3360197
5948723,3676370
4549041,4430384
4486087,4285583
4598725,719899
5492188,5244712
4516506,3961582
4640874,4087595
5417573,1758179
5848009,4310901
4927818,4521413
4210846,3753071
5072907,1797893
4433477,2092372
5826329,3350250
4471835,886518
5884167,5228073
4170926,3212411
4553877,4197628
4261145,2634867
5947926,5400770
5960820,5158114
5611918,4676896
5683648,4406854
5038022,4689742
5825410,4485406
3927548,2935111
5027155,3692401
4709418,4290142
5957282,4126221
5013767,4200726
4535521,2226702
5082326,4720146
5388796,4156515
4597755,623022
4051677,3470943
4552232,1866082
4352287,2553844
5198186,4285769
5472512,4762638
5684859,5117449
4213830,3890207
4829025,4780427
5589530,4626566
5687084,5163641
4352166,4157659
5597237,5406367
4944457,2691549
4436612,3705094
5795833,5399389
5190841,3053770
5099706,2069007
4077711,3647293
5358423,3553094
4696174,1469829
5169640,4681756
5364767,3870601
4869805,4310440
4829209,4484099
3877971,3662023
3968860,344038
4683948,3065790
3948711,3577293
5082697,4351931
5707086,3797866
3991786,3760844
5510668,1512319
5641245,5332333
5018517,3908987
4823281,4642790
4877773,4613498
4848717,1065979
4664773,4272330
5016119,4167028
5809005,4587648
5434722,4928192
5060582,3179553
5944721,5108399
4245185,3555292
5680701,3799802
3977605,3001720
5824491,4381921
5533765,4009896
4061469,3861877
4697695,3224162
5850320,3702461
3871606,2745275
5190904,3655813
5063032,4533530
4197295,4104375
4649338,3596228
4013613,3361848
4153523,2372599
5761344,4695884
4074520,3433015
5135061,4861350
5375717,3411620
5850348,4558413
5690748,2474526
4550465,3112593
5420678,4939552
4500908,4110785
5344293,4600361
4425788,3517247
5680005,5331168
5360969,4900908
5335961,4867220
5842728,3572792
5731087,3642943
5738329,2485081
5056183,3879794
4980300,4902350
4014225,3601168
5891321,5562516
4312737,4069129
4427729,305380
5251113,3137872
5513774,2731268
5340754,4498226
4358231,2923208
3946810,3358756
5799704,4990383
4773123,2774986
5743786,4384435
5076865,4639363
5680684,2048001
4646499,2873008
4528282,4374246
4203550,3958756
4993411,3387607
3894114,3778411
5658221,4221381
5583928,3705523
4863229,4151582
5134391,4118789
5892734,5375102
4565195,3189073
4905404,3524278
5169015,3074588
5906002,5430864
4628243,3665285
5677789,5062698
5237402,4802107
4602780,4403773
5555247,5422917
4364629,3123984
5337515,3352057
5643178,5176697
5734292,5369354
5640607,4277826
4756594,4192575
5820765,5494573
5069085,4841447
5500902,4852177
5566168,5299192
4329806,1219938
4840513,4039264
5868838,3426754
5112442,4250157
5256226,4421569
5014790,4390069
5000253,4676305
5314572,4930042
