Pais,Anho,NPatente,NCitas,Rango
FR,1980,4235884,3,43
FR,1980,4236409,3,43
FR,1980,4236462,3,43
FR,1980,4236750,3,43
FR,1980,4236783,3,43
FR,1980,4236931,3,43
FR,1980,4237072,3,43
FR,1980,4237102,3,43
FR,1980,4237199,3,43
FR,1980,4237683,3,43
FR,1980,4237953,3,43
FR,1980,4237999,3,43
FR,1980,4238138,3,43
FR,1980,4238368,3,43
FR,1980,4238518,3,43
FR,1980,4238677,3,43
FR,1980,4238920,3,43
FR,1980,4238936,3,43
FR,1980,4239168,3,43
FR,1980,4240233,3,43
FR,1980,4240343,3,43
FR,1980,4240823,3,43
FR,1980,4240876,3,43
FR,1980,4241047,3,43
FR,1980,4241262,3,43
FR,1980,4241439,3,43
FR,1980,4241815,3,43
FR,1980,4242754,3,43
FR,1980,4181522,3,43
FR,1980,4181816,3,43
FR,1980,4182169,3,43
FR,1980,4182218,3,43
FR,1980,4182521,3,43
FR,1980,4182524,3,43
FR,1980,4183229,3,43
FR,1980,4183325,3,43
FR,1980,4183397,3,43
FR,1980,4183858,3,43
FR,1980,4184572,3,43
FR,1980,4184813,3,43
FR,1980,4184891,3,43
FR,1980,4184930,3,43
FR,1980,4185285,3,43
FR,1980,4185703,3,43
FR,1980,4185878,3,43
FR,1980,4186049,3,43
FR,1980,4186348,3,43
FR,1980,4186356,3,43
FR,1980,4186375,3,43
FR,1980,4186404,3,43
FR,1980,4186468,3,43
FR,1980,4186534,3,43
FR,1980,4186685,3,43
FR,1980,4187328,3,43
FR,1980,4188053,3,43
FR,1980,4188387,3,43
FR,1980,4188684,3,43
FR,1980,4189096,3,43
FR,1980,4190129,3,43
FR,1980,4191410,3,43
FR,1980,4192435,3,43
FR,1980,4192804,3,43
FR,1980,4193659,3,43
FR,1980,4194454,3,43
FR,1980,4194481,3,43
FR,1980,4194567,3,43
FR,1980,4194706,3,43
FR,1980,4194986,3,43
FR,1980,4195123,3,43
FR,1980,4215530,3,43
FR,1980,4215672,3,43
FR,1980,4215736,3,43
FR,1980,4216070,3,43
FR,1980,4216171,3,43
FR,1980,4216365,3,43
FR,1980,4216744,3,43
FR,1980,4217022,3,43
FR,1980,4217572,3,43
FR,1980,4217597,3,43
FR,1980,4218031,3,43
FR,1980,4218617,3,43
FR,1980,4218656,3,43
FR,1980,4219035,3,43
FR,1980,4219102,3,43
FR,1980,4219242,3,43
FR,1980,4220095,3,43
FR,1980,4220514,3,43
FR,1980,4220888,3,43
FR,1980,4222057,3,43
FR,1980,4222286,3,43
FR,1980,4222415,3,43
FR,1980,4222853,3,43
FR,1980,4223078,3,43
FR,1980,4223181,3,43
FR,1980,4223298,3,43
FR,1980,4223375,3,43
FR,1980,4223627,3,43
FR,1980,4223667,3,43
FR,1980,4223750,3,43
FR,1980,4224106,3,43
FR,1980,4224216,3,43
FR,1980,4224429,3,43
FR,1980,4224475,3,43
FR,1980,4224605,3,43
FR,1980,4225158,3,43
FR,1980,4225568,3,43
FR,1980,4225785,3,43
FR,1980,4225882,3,43
FR,1980,4225887,3,43
FR,1980,4225910,3,43
FR,1980,4226020,3,43
FR,1980,4226682,3,43
FR,1980,4226885,3,43
FR,1980,4226995,3,43
FR,1980,4227142,3,43
FR,1980,4227858,3,43
FR,1980,4228633,3,43
FR,1980,4228681,3,43
FR,1980,4229082,3,43
FR,1980,4229825,3,43
FR,1980,4230021,3,43
FR,1980,4230027,3,43
FR,1980,4230358,3,43
FR,1980,4230596,3,43
FR,1980,4230808,3,43
FR,1980,4231020,3,43
FR,1980,4231094,3,43
FR,1980,4231171,3,43
FR,1980,4231198,3,43
FR,1980,4231404,3,43
FR,1980,4231497,3,43
FR,1980,4231749,3,43
FR,1980,4232291,3,43
FR,1980,4195610,2,44
FR,1980,4195653,2,44
FR,1980,4195760,2,44
FR,1980,4195771,2,44
FR,1980,4195819,2,44
FR,1980,4196021,2,44
FR,1980,4197029,2,44
FR,1980,4197052,2,44
FR,1980,4197758,2,44
FR,1980,4198667,2,44
FR,1980,4198896,2,44
FR,1980,4198994,2,44
FR,1980,4199250,2,44
FR,1980,4199474,2,44
FR,1980,4200035,2,44
FR,1980,4200805,2,44
FR,1980,4201986,2,44
FR,1980,4202025,2,44
FR,1980,4202097,2,44
FR,1980,4202115,2,44
FR,1980,4202315,2,44
FR,1980,4202728,2,44
FR,1980,4202736,2,44
FR,1980,4202960,2,44
FR,1980,4203284,2,44
FR,1980,4203453,2,44
FR,1980,4203501,2,44
FR,1980,4203560,2,44
FR,1980,4203789,2,44
FR,1980,4203844,2,44
FR,1980,4203981,2,44
FR,1980,4204120,2,44
FR,1980,4204389,2,44
FR,1980,4204432,2,44
FR,1980,4204603,2,44
FR,1980,4204817,2,44
FR,1980,4205072,2,44
FR,1980,4205195,2,44
FR,1980,4206017,2,44
FR,1980,4206021,2,44
FR,1980,4206302,2,44
FR,1980,4206490,2,44
FR,1980,4206757,2,44
FR,1980,4206887,2,44
FR,1980,4207054,2,44
FR,1980,4207249,2,44
FR,1980,4207319,2,44
FR,1980,4207462,2,44
FR,1980,4207573,2,44
FR,1980,4207639,2,44
FR,1980,4207729,2,44
FR,1980,4208067,2,44
FR,1980,4208505,2,44
FR,1980,4208601,2,44
FR,1980,4208733,2,44
FR,1980,4209440,2,44
FR,1980,4209484,2,44
FR,1980,4209803,2,44
FR,1980,4210019,2,44
FR,1980,4210084,2,44
FR,1980,4210299,2,44
FR,1980,4210355,2,44
FR,1980,4210375,2,44
FR,1980,4210649,2,44
FR,1980,4210740,2,44
FR,1980,4211453,2,44
FR,1980,4211528,2,44
FR,1980,4211587,2,44
FR,1980,4211759,2,44
FR,1980,4211829,2,44
FR,1980,4212119,2,44
FR,1980,4212716,2,44
FR,1980,4213555,2,44
FR,1980,4213849,2,44
FR,1980,4214560,2,44
FR,1980,4232413,2,44
FR,1980,4232637,2,44
FR,1980,4233129,2,44
FR,1980,4233230,2,44
FR,1980,4233291,2,44
FR,1980,4233297,2,44
FR,1980,4233550,2,44
FR,1980,4233604,2,44
FR,1980,4233862,2,44
FR,1980,4233886,2,44
FR,1980,4233994,2,44
FR,1980,4234522,2,44
FR,1980,4234721,2,44
FR,1980,4234789,2,44
FR,1980,4234862,2,44
FR,1980,4235003,2,44
FR,1980,4235150,2,44
FR,1980,4235198,2,44
FR,1980,4235451,2,44
FR,1980,4235517,2,44
FR,1980,4236094,2,44
FR,1980,4236125,2,44
FR,1980,4236536,2,44
FR,1980,4236574,2,44
FR,1980,4236641,2,44
FR,1980,4236981,2,44
FR,1980,4237100,2,44
FR,1980,4237174,2,44
FR,1980,4237923,2,44
FR,1980,4237954,2,44
FR,1980,4238091,2,44
FR,1980,4238182,2,44
FR,1980,4238533,2,44
FR,1980,4238901,2,44
FR,1980,4239451,2,44
FR,1980,4239634,2,44
FR,1980,4239976,2,44
FR,1980,4240095,2,44
FR,1980,4240226,2,44
FR,1980,4240238,2,44
FR,1980,4241226,2,44
FR,1980,4242343,2,44
FR,1980,4242361,2,44
FR,1980,4242371,2,44
FR,1980,4181034,2,44
FR,1980,4181257,2,44
FR,1980,4181452,2,44
FR,1980,4181469,2,44
FR,1980,4181735,2,44
FR,1980,4181736,2,44
FR,1980,4181852,2,44
FR,1980,4182502,2,44
FR,1980,4183022,2,44
FR,1980,4183270,2,44
FR,1980,4183891,2,44
FR,1980,4183951,2,44
FR,1980,4184002,2,44
FR,1980,4184287,2,44
FR,1980,4184664,2,44
FR,1980,4184785,2,44
FR,1980,4184956,2,44
FR,1980,4185114,2,44
FR,1980,4185174,2,44
FR,1980,4185226,2,44
FR,1980,4185580,2,44
FR,1980,4186004,2,44
FR,1980,4186155,2,44
FR,1980,4186619,2,44
FR,1980,4186789,2,44
FR,1980,4187322,2,44
FR,1980,4187886,2,44
FR,1980,4187991,2,44
FR,1980,4188070,2,44
FR,1980,4188187,2,44
FR,1980,4188381,2,44
FR,1980,4188518,2,44
FR,1980,4188620,2,44
FR,1980,4188630,2,44
FR,1980,4188659,2,44
FR,1980,4189117,2,44
FR,1980,4189389,2,44
FR,1980,4189480,2,44
FR,1980,4189899,2,44
FR,1980,4190031,2,44
FR,1980,4190099,2,44
FR,1980,4190210,2,44
FR,1980,4190228,2,44
FR,1980,4190635,2,44
FR,1980,4190941,2,44
FR,1980,4191010,2,44
FR,1980,4191666,2,44
FR,1980,4191748,2,44
FR,1980,4192048,2,44
FR,1980,4192264,2,44
FR,1980,4192730,2,44
FR,1980,4192868,2,44
FR,1980,4192883,2,44
FR,1980,4193355,2,44
FR,1980,4193429,2,44
FR,1980,4193479,2,44
FR,1980,4193547,2,44
FR,1980,4193557,2,44
FR,1980,4194616,2,44
FR,1980,4194957,2,44
FR,1980,4195039,2,44
FR,1980,4195081,2,44
FR,1980,4195093,2,44
FR,1980,4216273,2,44
FR,1980,4216452,2,44
FR,1980,4216466,2,44
FR,1980,4216838,2,44
FR,1980,4217205,2,44
FR,1980,4217476,2,44
FR,1980,4217503,2,44
FR,1980,4217607,2,44
FR,1980,4218202,2,44
FR,1980,4218417,2,44
FR,1980,4218484,2,44
FR,1980,4219080,2,44
FR,1980,4219248,2,44
FR,1980,4219249,2,44
FR,1980,4219294,2,44
FR,1980,4220529,2,44
FR,1980,4220588,2,44
FR,1980,4220602,2,44
FR,1980,4221122,2,44
FR,1980,4221258,2,44
FR,1980,4221487,2,44
FR,1980,4221513,2,44
FR,1980,4221599,2,44
FR,1980,4221612,2,44
FR,1980,4221914,2,44
FR,1980,4222161,2,44
FR,1980,4222423,2,44
FR,1980,4222565,2,44
FR,1980,4222682,2,44
FR,1980,4222842,2,44
FR,1980,4222871,2,44
FR,1980,4223350,2,44
FR,1980,4223533,2,44
FR,1980,4223738,2,44
FR,1980,4223763,2,44
FR,1980,4223769,2,44
FR,1980,4223961,2,44
FR,1980,4224228,2,44
FR,1980,4224332,2,44
FR,1980,4225054,2,44
FR,1980,4226266,2,44
FR,1980,4226506,2,44
FR,1980,4227068,2,44
FR,1980,4227390,2,44
FR,1980,4227489,2,44
FR,1980,4227554,2,44
FR,1980,4227830,2,44
FR,1980,4228039,2,44
FR,1980,4228253,2,44
FR,1980,4228483,2,44
FR,1980,4228490,2,44
FR,1980,4228660,2,44
FR,1980,4228862,2,44
FR,1980,4228910,2,44
FR,1980,4229273,2,44
FR,1980,4229428,2,44
FR,1980,4229439,2,44
FR,1980,4229636,2,44
FR,1980,4230069,2,44
FR,1980,4230082,2,44
FR,1980,4230468,2,44
FR,1980,4230624,2,44
FR,1980,4231309,2,44
FR,1980,4231422,2,44
FR,1980,4231681,2,44
FR,1980,4195801,1,45
FR,1980,4196770,1,45
FR,1980,4196826,1,45
FR,1980,4197010,1,45
FR,1980,4197036,1,45
FR,1980,4197433,1,45
FR,1980,4197881,1,45
FR,1980,4198805,1,45
FR,1980,4198914,1,45
FR,1980,4198927,1,45
FR,1980,4199901,1,45
FR,1980,4201193,1,45
FR,1980,4201248,1,45
FR,1980,4201381,1,45
FR,1980,4201750,1,45
FR,1980,4202662,1,45
FR,1980,4203216,1,45
FR,1980,4203226,1,45
FR,1980,4203411,1,45
FR,1980,4203540,1,45
FR,1980,4203674,1,45
FR,1980,4203986,1,45
FR,1980,4204059,1,45
FR,1980,4204146,1,45
FR,1980,4204382,1,45
FR,1980,4204386,1,45
FR,1980,4204411,1,45
FR,1980,4204450,1,45
FR,1980,4204784,1,45
FR,1980,4205209,1,45
FR,1980,4205225,1,45
FR,1980,4205558,1,45
FR,1980,4205801,1,45
FR,1980,4206378,1,45
FR,1980,4206572,1,45
FR,1980,4206796,1,45
FR,1980,4206883,1,45
FR,1980,4207480,1,45
FR,1980,4207570,1,45
FR,1980,4207713,1,45
FR,1980,4207739,1,45
FR,1980,4207759,1,45
FR,1980,4207806,1,45
FR,1980,4208032,1,45
FR,1980,4208088,1,45
FR,1980,4208451,1,45
FR,1980,4208659,1,45
FR,1980,4209523,1,45
FR,1980,4209811,1,45
FR,1980,4210007,1,45
FR,1980,4210267,1,45
FR,1980,4210770,1,45
FR,1980,4210880,1,45
FR,1980,4211474,1,45
FR,1980,4211700,1,45
FR,1980,4211776,1,45
FR,1980,4211812,1,45
FR,1980,4211874,1,45
FR,1980,4212215,1,45
FR,1980,4212241,1,45
FR,1980,4212326,1,45
FR,1980,4212867,1,45
FR,1980,4212931,1,45
FR,1980,4213249,1,45
FR,1980,4213771,1,45
FR,1980,4214222,1,45
FR,1980,4214378,1,45
FR,1980,4214595,1,45
FR,1980,4232519,1,45
FR,1980,4232733,1,45
FR,1980,4232965,1,45
FR,1980,4233241,1,45
FR,1980,4233581,1,45
FR,1980,4233814,1,45
FR,1980,4234017,1,45
FR,1980,4234208,1,45
FR,1980,4234742,1,45
FR,1980,4234873,1,45
FR,1980,4235534,1,45
FR,1980,4235810,1,45
FR,1980,4235897,1,45
FR,1980,4236035,1,45
FR,1980,4236058,1,45
FR,1980,4236330,1,45
FR,1980,4236335,1,45
FR,1980,4237027,1,45
FR,1980,4237637,1,45
FR,1980,4238007,1,45
FR,1980,4238332,1,45
FR,1980,4238532,1,45
FR,1980,4238567,1,45
FR,1980,4238748,1,45
FR,1980,4238935,1,45
FR,1980,4239076,1,45
FR,1980,4239180,1,45
FR,1980,4239979,1,45
FR,1980,4240067,1,45
FR,1980,4240340,1,45
FR,1980,4241030,1,45
FR,1980,4241089,1,45
FR,1980,4241202,1,45
FR,1980,4241572,1,45
FR,1980,4241582,1,45
FR,1980,4242335,1,45
FR,1980,4242358,1,45
FR,1980,4180983,1,45
FR,1980,4181174,1,45
FR,1980,4181266,1,45
FR,1980,4181458,1,45
FR,1980,4181905,1,45
FR,1980,4182282,1,45
FR,1980,4182296,1,45
FR,1980,4182896,1,45
FR,1980,4183211,1,45
FR,1980,4183930,1,45
FR,1980,4184016,1,45
FR,1980,4184109,1,45
FR,1980,4184534,1,45
FR,1980,4184844,1,45
FR,1980,4184879,1,45
FR,1980,4184944,1,45
FR,1980,4185404,1,45
FR,1980,4185748,1,45
FR,1980,4185773,1,45
FR,1980,4185790,1,45
FR,1980,4185889,1,45
FR,1980,4186136,1,45
FR,1980,4186137,1,45
FR,1980,4186168,1,45
FR,1980,4186220,1,45
FR,1980,4186526,1,45
FR,1980,4186629,1,45
FR,1980,4186878,1,45
FR,1980,4187119,1,45
FR,1980,4187316,1,45
FR,1980,4187400,1,45
FR,1980,4187625,1,45
FR,1980,4187730,1,45
FR,1980,4188131,1,45
FR,1980,4188175,1,45
FR,1980,4188303,1,45
FR,1980,4188388,1,45
FR,1980,4188466,1,45
FR,1980,4188559,1,45
FR,1980,4188813,1,45
FR,1980,4188923,1,45
FR,1980,4188957,1,45
FR,1980,4189359,1,45
FR,1980,4189475,1,45
FR,1980,4189477,1,45
FR,1980,4189818,1,45
FR,1980,4189902,1,45
FR,1980,4189943,1,45
FR,1980,4190003,1,45
FR,1980,4190090,1,45
FR,1980,4190586,1,45
FR,1980,4190741,1,45
FR,1980,4190812,1,45
FR,1980,4190923,1,45
FR,1980,4191300,1,45
FR,1980,4191697,1,45
FR,1980,4192174,1,45
FR,1980,4192249,1,45
FR,1980,4192535,1,45
FR,1980,4192610,1,45
FR,1980,4192870,1,45
FR,1980,4192960,1,45
FR,1980,4193280,1,45
FR,1980,4193371,1,45
FR,1980,4193425,1,45
FR,1980,4193812,1,45
FR,1980,4193997,1,45
FR,1980,4194110,1,45
FR,1980,4194172,1,45
FR,1980,4194354,1,45
FR,1980,4194554,1,45
FR,1980,4195275,1,45
FR,1980,4215261,1,45
FR,1980,4215278,1,45
FR,1980,4215725,1,45
FR,1980,4216006,1,45
FR,1980,4216059,1,45
FR,1980,4216170,1,45
FR,1980,4216724,1,45
FR,1980,4216894,1,45
FR,1980,4217098,1,45
FR,1980,4217144,1,45
FR,1980,4217210,1,45
FR,1980,4217280,1,45
FR,1980,4217500,1,45
FR,1980,4217517,1,45
FR,1980,4217718,1,45
FR,1980,4217810,1,45
FR,1980,4218369,1,45
FR,1980,4218537,1,45
FR,1980,4218640,1,45
FR,1980,4218960,1,45
FR,1980,4219389,1,45
FR,1980,4219549,1,45
FR,1980,4219667,1,45
FR,1980,4219734,1,45
FR,1980,4219735,1,45
FR,1980,4220403,1,45
FR,1980,4220645,1,45
FR,1980,4221072,1,45
FR,1980,4221119,1,45
FR,1980,4221622,1,45
FR,1980,4221637,1,45
FR,1980,4221722,1,45
FR,1980,4221795,1,45
FR,1980,4221809,1,45
FR,1980,4222466,1,45
FR,1980,4222550,1,45
FR,1980,4222551,1,45
FR,1980,4222589,1,45
FR,1980,4222636,1,45
FR,1980,4222691,1,45
FR,1980,4222774,1,45
FR,1980,4222784,1,45
FR,1980,4222958,1,45
FR,1980,4223039,1,45
FR,1980,4223485,1,45
FR,1980,4223694,1,45
FR,1980,4223844,1,45
FR,1980,4223916,1,45
FR,1980,4223976,1,45
FR,1980,4224051,1,45
FR,1980,4224132,1,45
FR,1980,4224584,1,45
FR,1980,4224723,1,45
FR,1980,4224891,1,45
FR,1980,4225232,1,45
FR,1980,4225461,1,45
FR,1980,4225589,1,45
FR,1980,4225750,1,45
FR,1980,4225833,1,45
FR,1980,4225838,1,45
FR,1980,4226138,1,45
FR,1980,4226893,1,45
FR,1980,4227447,1,45
FR,1980,4227635,1,45
FR,1980,4227676,1,45
FR,1980,4228021,1,45
FR,1980,4228087,1,45
FR,1980,4228453,1,45
FR,1980,4228605,1,45
FR,1980,4229278,1,45
FR,1980,4230169,1,45
FR,1980,4230333,1,45
FR,1980,4230780,1,45
FR,1980,4230850,1,45
FR,1980,4231243,1,45
FR,1980,4231479,1,45
FR,1980,4231672,1,45
FR,1980,4231794,1,45
FR,1980,4232023,1,45
FR,1980,4232298,1,45
FR,1981,4303748,95,1
FR,1981,4279249,76,2
FR,1981,4247411,61,3
FR,1981,4264917,53,4
FR,1981,4297743,50,5
FR,1981,4279945,49,6
FR,1981,4257710,48,7
FR,1981,4302138,44,8
FR,1981,4292317,43,9
FR,1981,4256955,42,10
FR,1981,4289195,42,10
FR,1981,4262886,40,11
FR,1981,4248802,39,12
FR,1981,4291594,38,13
FR,1981,4253727,36,14
FR,1981,4303428,35,15
FR,1981,4250318,35,15
FR,1981,4265329,34,16
FR,1981,4272585,33,17
FR,1981,4302523,33,17
FR,1981,4269657,32,18
FR,1981,4250222,32,18
FR,1981,4286838,32,18
FR,1981,4301428,32,18
FR,1981,4251281,30,19
FR,1981,4289957,30,19
FR,1981,4299946,30,19
FR,1981,4275302,29,20
FR,1981,4295041,29,20
FR,1981,4305046,28,21
FR,1981,4258434,28,21
FR,1981,4285804,27,22
FR,1981,4244916,27,22
FR,1981,4286602,27,22
FR,1981,4276643,26,23
FR,1981,4276806,26,23
FR,1981,4279931,26,23
FR,1981,4283165,26,23
FR,1981,4299884,26,23
FR,1981,4278387,25,24
FR,1981,4256656,25,24
FR,1981,4265541,25,24
FR,1981,4286676,25,24
FR,1981,4287819,25,24
FR,1981,4305516,24,25
FR,1981,4252920,24,25
FR,1981,4256947,24,25
FR,1981,4290428,24,25
FR,1981,4308254,23,26
FR,1981,4269476,23,26
FR,1981,4271482,23,26
FR,1981,4275448,23,26
FR,1981,4300815,23,26
FR,1981,4271506,22,27
FR,1981,4279208,22,27
FR,1981,4282127,22,27
FR,1981,4258352,22,27
FR,1981,4297884,22,27
FR,1981,4271984,21,28
FR,1981,4273511,21,28
FR,1981,4248577,21,28
FR,1981,4287617,21,28
FR,1981,4294420,21,28
FR,1981,4297185,21,28
FR,1981,4297420,21,28
FR,1981,4298210,21,28
FR,1981,4306218,20,29
FR,1981,4271329,20,29
FR,1981,4273248,20,29
FR,1981,4274421,20,29
FR,1981,4258724,20,29
FR,1981,4263904,20,29
FR,1981,4287924,20,29
FR,1981,4298046,20,29
FR,1981,4300362,20,29
FR,1981,4306456,19,30
FR,1981,4273110,19,30
FR,1981,4281966,19,30
FR,1981,4250205,19,30
FR,1981,4255083,19,30
FR,1981,4260488,19,30
FR,1981,4261063,19,30
FR,1981,4261631,19,30
FR,1981,4265779,19,30
FR,1981,4291126,19,30
FR,1981,4292651,19,30
FR,1981,4294258,19,30
FR,1981,4300503,19,30
FR,1981,4307330,18,31
FR,1981,4274674,18,31
FR,1981,4277145,18,31
FR,1981,4277497,18,31
FR,1981,4252118,18,31
FR,1981,4252984,18,31
FR,1981,4253251,18,31
FR,1981,4254170,18,31
FR,1981,4244275,18,31
FR,1981,4246151,18,31
FR,1981,4286217,18,31
FR,1981,4287465,18,31
FR,1981,4287544,18,31
FR,1981,4290869,18,31
FR,1981,4293650,18,31
FR,1981,4296471,18,31
FR,1981,4301446,18,31
FR,1981,4271480,17,32
FR,1981,4273272,17,32
FR,1981,4275386,17,32
FR,1981,4279014,17,32
FR,1981,4283384,17,32
FR,1981,4284921,17,32
FR,1981,4250425,17,32
FR,1981,4251766,17,32
FR,1981,4257671,17,32
FR,1981,4244296,17,32
FR,1981,4244629,17,32
FR,1981,4246462,17,32
FR,1981,4247518,17,32
FR,1981,4289495,17,32
FR,1981,4293219,17,32
FR,1981,4296085,17,32
FR,1981,4268264,16,33
FR,1981,4273635,16,33
FR,1981,4275922,16,33
FR,1981,4279766,16,33
FR,1981,4249265,16,33
FR,1981,4250415,16,33
FR,1981,4251562,16,33
FR,1981,4251773,16,33
FR,1981,4252407,16,33
FR,1981,4252472,16,33
FR,1981,4253189,16,33
FR,1981,4254461,16,33
FR,1981,4261029,16,33
FR,1981,4261979,16,33
FR,1981,4262369,16,33
FR,1981,4246758,16,33
FR,1981,4248185,16,33
FR,1981,4287644,16,33
FR,1981,4290062,16,33
FR,1981,4292649,16,33
FR,1981,4293542,16,33
FR,1981,4298324,16,33
FR,1981,4302298,16,33
FR,1981,4302772,15,34
FR,1981,4304525,15,34
FR,1981,4304959,15,34
FR,1981,4269469,15,34
FR,1981,4272758,15,34
FR,1981,4274849,15,34
FR,1981,4275275,15,34
FR,1981,4279143,15,34
FR,1981,4250846,15,34
FR,1981,4252355,15,34
FR,1981,4265034,15,34
FR,1981,4266253,15,34
FR,1981,4242922,15,34
FR,1981,4243171,15,34
FR,1981,4288113,15,34
FR,1981,4289168,15,34
FR,1981,4291016,15,34
FR,1981,4294137,15,34
FR,1981,4296426,15,34
FR,1981,4298401,15,34
FR,1981,4307287,14,35
FR,1981,4280156,14,35
FR,1981,4281373,14,35
FR,1981,4283305,14,35
FR,1981,4283396,14,35
FR,1981,4251379,14,35
FR,1981,4252804,14,35
FR,1981,4253983,14,35
FR,1981,4255243,14,35
FR,1981,4255644,14,35
FR,1981,4256146,14,35
FR,1981,4257350,14,35
FR,1981,4257835,14,35
FR,1981,4261475,14,35
FR,1981,4263861,14,35
FR,1981,4264444,14,35
FR,1981,4242803,14,35
FR,1981,4243956,14,35
FR,1981,4247812,14,35
FR,1981,4287125,14,35
FR,1981,4288785,14,35
FR,1981,4288822,14,35
FR,1981,4290536,14,35
FR,1981,4294009,14,35
FR,1981,4295600,14,35
FR,1981,4295871,14,35
FR,1981,4300031,14,35
FR,1981,4302342,14,35
FR,1981,4303441,13,36
FR,1981,4303941,13,36
FR,1981,4304458,13,36
FR,1981,4305616,13,36
FR,1981,4306587,13,36
FR,1981,4307079,13,36
FR,1981,4267143,13,36
FR,1981,4270929,13,36
FR,1981,4271201,13,36
FR,1981,4271323,13,36
FR,1981,4272350,13,36
FR,1981,4272789,13,36
FR,1981,4275484,13,36
FR,1981,4276637,13,36
FR,1981,4276698,13,36
FR,1981,4277094,13,36
FR,1981,4278377,13,36
FR,1981,4285893,13,36
FR,1981,4251495,13,36
FR,1981,4258622,13,36
FR,1981,4259693,13,36
FR,1981,4262360,13,36
FR,1981,4243428,13,36
FR,1981,4244116,13,36
FR,1981,4248629,13,36
FR,1981,4286957,13,36
FR,1981,4289752,13,36
FR,1981,4292053,13,36
FR,1981,4292130,13,36
FR,1981,4306426,12,37
FR,1981,4306749,12,37
FR,1981,4307054,12,37
FR,1981,4307116,12,37
FR,1981,4308545,12,37
FR,1981,4308558,12,37
FR,1981,4271866,12,37
FR,1981,4272511,12,37
FR,1981,4272589,12,37
FR,1981,4274741,12,37
FR,1981,4279706,12,37
FR,1981,4280042,12,37
FR,1981,4284757,12,37
FR,1981,4251172,12,37
FR,1981,4251474,12,37
FR,1981,4253729,12,37
FR,1981,4254478,12,37
FR,1981,4255492,12,37
FR,1981,4256360,12,37
FR,1981,4261256,12,37
FR,1981,4265572,12,37
FR,1981,4244616,12,37
FR,1981,4247510,12,37
FR,1981,4248315,12,37
FR,1981,4286461,12,37
FR,1981,4288268,12,37
FR,1981,4288304,12,37
FR,1981,4289005,12,37
FR,1981,4290074,12,37
FR,1981,4291674,12,37
FR,1981,4295735,12,37
FR,1981,4295787,12,37
FR,1981,4297629,12,37
FR,1981,4301404,12,37
FR,1981,4302709,12,37
FR,1981,4302800,11,38
FR,1981,4303609,11,38
FR,1981,4307153,11,38
FR,1981,4267507,11,38
FR,1981,4268560,11,38
FR,1981,4269281,11,38
FR,1981,4274950,11,38
FR,1981,4275428,11,38
FR,1981,4275447,11,38
FR,1981,4277097,11,38
FR,1981,4277202,11,38
FR,1981,4278201,11,38
FR,1981,4281769,11,38
FR,1981,4282775,11,38
FR,1981,4283462,11,38
FR,1981,4284183,11,38
FR,1981,4284316,11,38
FR,1981,4284324,11,38
FR,1981,4249828,11,38
FR,1981,4251803,11,38
FR,1981,4252402,11,38
FR,1981,4253186,11,38
FR,1981,4253231,11,38
FR,1981,4255853,11,38
FR,1981,4256803,11,38
FR,1981,4258300,11,38
FR,1981,4258541,11,38
FR,1981,4258721,11,38
FR,1981,4258774,11,38
FR,1981,4259442,11,38
FR,1981,4260838,11,38
FR,1981,4263588,11,38
FR,1981,4266203,11,38
FR,1981,4244046,11,38
FR,1981,4246145,11,38
FR,1981,4247873,11,38
FR,1981,4286993,11,38
FR,1981,4288309,11,38
FR,1981,4288510,11,38
FR,1981,4290150,11,38
FR,1981,4291935,11,38
FR,1981,4294841,11,38
FR,1981,4297298,11,38
FR,1981,4297708,11,38
FR,1981,4298562,11,38
FR,1981,4299077,11,38
FR,1981,4300837,11,38
FR,1981,4301870,11,38
FR,1981,4301944,11,38
FR,1981,4303263,10,39
FR,1981,4306091,10,39
FR,1981,4307136,10,39
FR,1981,4307685,10,39
FR,1981,4308067,10,39
FR,1981,4308618,10,39
FR,1981,4267131,10,39
FR,1981,4268114,10,39
FR,1981,4268842,10,39
FR,1981,4268931,10,39
FR,1981,4270191,10,39
FR,1981,4270222,10,39
FR,1981,4271330,10,39
FR,1981,4275054,10,39
FR,1981,4278282,10,39
FR,1981,4278300,10,39
FR,1981,4278677,10,39
FR,1981,4280251,10,39
FR,1981,4281467,10,39
FR,1981,4281691,10,39
FR,1981,4282140,10,39
FR,1981,4284745,10,39
FR,1981,4285044,10,39
FR,1981,4249264,10,39
FR,1981,4249357,10,39
FR,1981,4251410,10,39
FR,1981,4252095,10,39
FR,1981,4252312,10,39
FR,1981,4253142,10,39
FR,1981,4256365,10,39
FR,1981,4258773,10,39
FR,1981,4259874,10,39
FR,1981,4260563,10,39
FR,1981,4261668,10,39
FR,1981,4262366,10,39
FR,1981,4262463,10,39
FR,1981,4264515,10,39
FR,1981,4266116,10,39
FR,1981,4245751,10,39
FR,1981,4245784,10,39
FR,1981,4286158,10,39
FR,1981,4286326,10,39
FR,1981,4286760,10,39
FR,1981,4287351,10,39
FR,1981,4287582,10,39
FR,1981,4288263,10,39
FR,1981,4288434,10,39
FR,1981,4291910,10,39
FR,1981,4292368,10,39
FR,1981,4295222,10,39
FR,1981,4295458,10,39
FR,1981,4297253,10,39
FR,1981,4299494,10,39
FR,1981,4302836,9,40
FR,1981,4303949,9,40
FR,1981,4304088,9,40
